day_id,date,season,yr,workingday,weather,temp,cnt
105,4/15/2011,2,0,0,1,0.446667,3126
106,4/16/2011,2,0,0,3,0.430833,795
107,4/17/2011,2,0,0,1,0.456667,3744
108,4/18/2011,2,0,1,1,0.5125,3429
109,4/19/2011,2,0,1,2,0.505833,3204
110,4/20/2011,2,0,1,1,0.595,3944
111,4/21/2011,2,0,1,1,0.459167,4189
112,4/22/2011,2,0,1,2,0.336667,1683
113,4/23/2011,2,0,0,2,0.46,4036
114,4/24/2011,2,0,0,2,0.581667,4191
115,4/25/2011,2,0,1,1,0.606667,4073
116,4/26/2011,2,0,1,1,0.631667,4400
117,4/27/2011,2,0,1,2,0.62,3872
118,4/28/2011,2,0,1,2,0.6175,4058
119,4/29/2011,2,0,1,1,0.51,4595
120,4/30/2011,2,0,0,1,0.4725,5312
121,5/1/2011,2,0,0,2,0.451667,3351
122,5/2/2011,2,0,1,2,0.549167,4401
123,5/3/2011,2,0,1,2,0.616667,4451
124,5/4/2011,2,0,1,2,0.414167,2633
125,5/5/2011,2,0,1,1,0.459167,4433
126,5/6/2011,2,0,1,1,0.479167,4608
127,5/7/2011,2,0,0,1,0.52,4714
128,5/8/2011,2,0,0,1,0.528333,4333
129,5/9/2011,2,0,1,1,0.5325,4362
130,5/10/2011,2,0,1,1,0.5325,4803
131,5/11/2011,2,0,1,1,0.5425,4182
132,5/12/2011,2,0,1,1,0.535,4864
133,5/13/2011,2,0,1,2,0.5125,4105
134,5/14/2011,2,0,0,2,0.520833,3409
135,5/15/2011,2,0,0,2,0.5625,4553
136,5/16/2011,2,0,1,1,0.5775,3958
137,5/17/2011,2,0,1,2,0.561667,4123
138,5/18/2011,2,0,1,2,0.55,3855
139,5/19/2011,2,0,1,2,0.530833,4575
140,5/20/2011,2,0,1,1,0.536667,4917
141,5/21/2011,2,0,0,1,0.6025,5805
142,5/22/2011,2,0,0,1,0.604167,4660
143,5/23/2011,2,0,1,2,0.631667,4274
144,5/24/2011,2,0,1,2,0.66,4492
145,5/25/2011,2,0,1,1,0.660833,4978
146,5/26/2011,2,0,1,1,0.708333,4677
147,5/27/2011,2,0,1,1,0.681667,4679
148,5/28/2011,2,0,0,1,0.655833,4758
149,5/29/2011,2,0,0,1,0.6675,4788
150,5/30/2011,2,0,0,1,0.733333,4098
151,5/31/2011,2,0,1,1,0.775,3982
152,6/1/2011,2,0,1,2,0.764167,3974
153,6/2/2011,2,0,1,1,0.715,4968
154,6/3/2011,2,0,1,1,0.62,5312
155,6/4/2011,2,0,0,1,0.635,5342
156,6/5/2011,2,0,0,2,0.648333,4906
157,6/6/2011,2,0,1,1,0.678333,4548
158,6/7/2011,2,0,1,1,0.7075,4833
159,6/8/2011,2,0,1,1,0.775833,4401
160,6/9/2011,2,0,1,2,0.808333,3915
161,6/10/2011,2,0,1,1,0.755,4586
162,6/11/2011,2,0,0,1,0.725,4966
163,6/12/2011,2,0,0,1,0.6925,4460
164,6/13/2011,2,0,1,1,0.635,5020
165,6/14/2011,2,0,1,1,0.604167,4891
166,6/15/2011,2,0,1,1,0.626667,5180
167,6/16/2011,2,0,1,2,0.628333,3767
168,6/17/2011,2,0,1,1,0.649167,4844
169,6/18/2011,2,0,0,1,0.696667,5119
170,6/19/2011,2,0,0,2,0.699167,4744
171,6/20/2011,2,0,1,2,0.635,4010
172,6/21/2011,3,0,1,2,0.680833,4835
173,6/22/2011,3,0,1,1,0.733333,4507
174,6/23/2011,3,0,1,2,0.728333,4790
175,6/24/2011,3,0,1,1,0.724167,4991
176,6/25/2011,3,0,0,1,0.695,5202
177,6/26/2011,3,0,0,1,0.68,5305
178,6/27/2011,3,0,1,2,0.6825,4708
179,6/28/2011,3,0,1,1,0.744167,4648
180,6/29/2011,3,0,1,1,0.728333,5225
181,6/30/2011,3,0,1,1,0.696667,5515
182,7/1/2011,3,0,1,1,0.7225,5362
183,7/2/2011,3,0,0,1,0.738333,5119
184,7/3/2011,3,0,0,2,0.716667,4649
185,7/4/2011,3,0,0,2,0.726667,6043
186,7/5/2011,3,0,1,1,0.746667,4665
187,7/6/2011,3,0,1,1,0.72,4629
188,7/7/2011,3,0,1,1,0.75,4592
189,7/8/2011,3,0,1,2,0.709167,4040
190,7/9/2011,3,0,0,1,0.733333,5336
191,7/10/2011,3,0,0,1,0.7475,4881
192,7/11/2011,3,0,1,1,0.7625,4086
193,7/12/2011,3,0,1,1,0.794167,4258
194,7/13/2011,3,0,1,1,0.746667,4342
195,7/14/2011,3,0,1,1,0.680833,5084
196,7/15/2011,3,0,1,1,0.663333,5538
197,7/16/2011,3,0,0,1,0.686667,5923
198,7/17/2011,3,0,0,1,0.719167,5302
199,7/18/2011,3,0,1,1,0.746667,4458
200,7/19/2011,3,0,1,1,0.776667,4541
201,7/20/2011,3,0,1,1,0.768333,4332
202,7/21/2011,3,0,1,2,0.815,3784
203,7/22/2011,3,0,1,1,0.848333,3387
204,7/23/2011,3,0,0,1,0.849167,3285
205,7/24/2011,3,0,0,1,0.83,3606
206,7/25/2011,3,0,1,1,0.743333,3840
207,7/26/2011,3,0,1,1,0.771667,4590
208,7/27/2011,3,0,1,1,0.775,4656
209,7/28/2011,3,0,1,1,0.779167,4390
210,7/29/2011,3,0,1,1,0.838333,3846
211,7/30/2011,3,0,0,1,0.804167,4475
212,7/31/2011,3,0,0,1,0.805833,4302
213,8/1/2011,3,0,1,1,0.771667,4266
214,8/2/2011,3,0,1,1,0.783333,4845
215,8/3/2011,3,0,1,2,0.731667,3574
216,8/4/2011,3,0,1,2,0.71,4576
217,8/5/2011,3,0,1,1,0.710833,4866
218,8/6/2011,3,0,0,2,0.716667,4294
219,8/7/2011,3,0,0,1,0.7425,3785
220,8/8/2011,3,0,1,1,0.765,4326
221,8/9/2011,3,0,1,1,0.775,4602
222,8/10/2011,3,0,1,1,0.766667,4780
223,8/11/2011,3,0,1,1,0.7175,4792
224,8/12/2011,3,0,1,1,0.708333,4905
225,8/13/2011,3,0,0,2,0.685833,4150
226,8/14/2011,3,0,0,2,0.676667,3820
227,8/15/2011,3,0,1,1,0.665833,4338
228,8/16/2011,3,0,1,1,0.700833,4725
229,8/17/2011,3,0,1,1,0.723333,4694
230,8/18/2011,3,0,1,1,0.711667,3805
231,8/19/2011,3,0,1,2,0.685,4153
232,8/20/2011,3,0,0,1,0.6975,5191
233,8/21/2011,3,0,0,1,0.710833,3873
234,8/22/2011,3,0,1,1,0.691667,4758
235,8/23/2011,3,0,1,1,0.640833,5895
236,8/24/2011,3,0,1,1,0.673333,5130
237,8/25/2011,3,0,1,2,0.684167,3542
238,8/26/2011,3,0,1,1,0.7,4661
239,8/27/2011,3,0,0,2,0.68,1115
240,8/28/2011,3,0,0,1,0.707059,4334
241,8/29/2011,3,0,1,1,0.636667,4634
242,8/30/2011,3,0,1,1,0.639167,5204
243,8/31/2011,3,0,1,1,0.656667,5058
244,9/1/2011,3,0,1,1,0.655,5115
245,9/2/2011,3,0,1,2,0.643333,4727
246,9/3/2011,3,0,0,1,0.669167,4484
247,9/4/2011,3,0,0,1,0.709167,4940
248,9/5/2011,3,0,0,2,0.673333,3351
249,9/6/2011,3,0,1,3,0.54,2710
250,9/7/2011,3,0,1,3,0.599167,1996
251,9/8/2011,3,0,1,3,0.633913,1842
252,9/9/2011,3,0,1,2,0.65,3544
253,9/10/2011,3,0,0,1,0.66,5345
254,9/11/2011,3,0,0,1,0.653333,5046
255,9/12/2011,3,0,1,1,0.644348,4713
256,9/13/2011,3,0,1,1,0.650833,4763
257,9/14/2011,3,0,1,1,0.673333,4785
258,9/15/2011,3,0,1,2,0.5775,3659
259,9/16/2011,3,0,1,2,0.469167,4760
260,9/17/2011,3,0,0,2,0.491667,4511
261,9/18/2011,3,0,0,1,0.5075,4274
262,9/19/2011,3,0,1,2,0.549167,4539
263,9/20/2011,3,0,1,2,0.561667,3641
264,9/21/2011,3,0,1,2,0.595,4352
265,9/22/2011,3,0,1,2,0.628333,4795
266,9/23/2011,4,0,1,2,0.609167,2395
267,9/24/2011,4,0,0,2,0.606667,5423
268,9/25/2011,4,0,0,2,0.634167,5010
269,9/26/2011,4,0,1,2,0.649167,4630
270,9/27/2011,4,0,1,2,0.636667,4120
271,9/28/2011,4,0,1,2,0.635,3907
272,9/29/2011,4,0,1,1,0.616667,4839
273,9/30/2011,4,0,1,1,0.564167,5202
274,10/1/2011,4,0,0,2,0.41,2429
275,10/2/2011,4,0,0,2,0.356667,2918
276,10/3/2011,4,0,1,2,0.384167,3570
277,10/4/2011,4,0,1,1,0.484167,4456
278,10/5/2011,4,0,1,1,0.538333,4826
279,10/6/2011,4,0,1,1,0.494167,4765
280,10/7/2011,4,0,1,1,0.510833,4985
281,10/8/2011,4,0,0,1,0.521667,5409
282,10/9/2011,4,0,0,1,0.540833,5511
283,10/10/2011,4,0,0,1,0.570833,5117
284,10/11/2011,4,0,1,2,0.566667,4563
285,10/12/2011,4,0,1,3,0.543333,2416
286,10/13/2011,4,0,1,2,0.589167,2913
287,10/14/2011,4,0,1,2,0.550833,3644
288,10/15/2011,4,0,0,1,0.506667,5217
289,10/16/2011,4,0,0,1,0.511667,5041
290,10/17/2011,4,0,1,1,0.534167,4570
291,10/18/2011,4,0,1,2,0.5325,4748
292,10/19/2011,4,0,1,3,0.541739,2424
293,10/20/2011,4,0,1,1,0.475833,4195
294,10/21/2011,4,0,1,1,0.4275,4304
295,10/22/2011,4,0,0,1,0.4225,4308
296,10/23/2011,4,0,0,1,0.421667,4381
297,10/24/2011,4,0,1,1,0.463333,4187
298,10/25/2011,4,0,1,1,0.471667,4687
299,10/26/2011,4,0,1,2,0.484167,3894
300,10/27/2011,4,0,1,2,0.47,2659
301,10/28/2011,4,0,1,2,0.330833,3747
302,10/29/2011,4,0,0,3,0.254167,627
303,10/30/2011,4,0,0,1,0.319167,3331
304,10/31/2011,4,0,1,1,0.34,3669
305,11/1/2011,4,0,1,1,0.400833,4068
306,11/2/2011,4,0,1,1,0.3775,4186
307,11/3/2011,4,0,1,1,0.408333,3974
308,11/4/2011,4,0,1,2,0.403333,4046
309,11/5/2011,4,0,0,1,0.326667,3926
310,11/6/2011,4,0,0,1,0.348333,3649
311,11/7/2011,4,0,1,1,0.395,4035
312,11/8/2011,4,0,1,1,0.408333,4205
313,11/9/2011,4,0,1,1,0.4,4109
314,11/10/2011,4,0,1,2,0.38,2933
315,11/11/2011,4,0,0,1,0.324167,3368
316,11/12/2011,4,0,0,1,0.356667,4067
317,11/13/2011,4,0,0,1,0.440833,3717
318,11/14/2011,4,0,1,1,0.53,4486
319,11/15/2011,4,0,1,2,0.53,4195
320,11/16/2011,4,0,1,3,0.456667,1817
321,11/17/2011,4,0,1,2,0.341667,3053
322,11/18/2011,4,0,1,1,0.274167,3392
323,11/19/2011,4,0,0,1,0.329167,3663
324,11/20/2011,4,0,0,2,0.463333,3520
325,11/21/2011,4,0,1,3,0.4475,2765
326,11/22/2011,4,0,1,3,0.416667,1607
327,11/23/2011,4,0,1,2,0.440833,2566
328,11/24/2011,4,0,0,1,0.373333,1495
329,11/25/2011,4,0,1,1,0.375,2792
330,11/26/2011,4,0,0,1,0.375833,3068
331,11/27/2011,4,0,0,1,0.459167,3071
332,11/28/2011,4,0,1,1,0.503478,3867
333,11/29/2011,4,0,1,2,0.458333,2914
334,11/30/2011,4,0,1,1,0.325,3613
335,12/1/2011,4,0,1,1,0.3125,3727
336,12/2/2011,4,0,1,1,0.314167,3940
337,12/3/2011,4,0,0,1,0.299167,3614
338,12/4/2011,4,0,0,1,0.330833,3485
339,12/5/2011,4,0,1,2,0.385833,3811
340,12/6/2011,4,0,1,3,0.4625,2594
341,12/7/2011,4,0,1,3,0.41,705
342,12/8/2011,4,0,1,1,0.265833,3322
343,12/9/2011,4,0,1,1,0.290833,3620
344,12/10/2011,4,0,0,1,0.275,3190
345,12/11/2011,4,0,0,1,0.220833,2743
346,12/12/2011,4,0,1,1,0.238333,3310
347,12/13/2011,4,0,1,1,0.2825,3523
348,12/14/2011,4,0,1,2,0.3175,3740
349,12/15/2011,4,0,1,2,0.4225,3709
350,12/16/2011,4,0,1,2,0.375,3577
351,12/17/2011,4,0,0,2,0.258333,2739
352,12/18/2011,4,0,0,1,0.238333,2431
353,12/19/2011,4,0,1,1,0.276667,3403
354,12/20/2011,4,0,1,2,0.385833,3750
355,12/21/2011,1,0,1,2,0.428333,2660
356,12/22/2011,1,0,1,2,0.423333,3068
357,12/23/2011,1,0,1,1,0.373333,2209
358,12/24/2011,1,0,0,1,0.3025,1011
359,12/25/2011,1,0,0,1,0.274783,754
360,12/26/2011,1,0,0,1,0.321739,1317
361,12/27/2011,1,0,1,2,0.325,1162
362,12/28/2011,1,0,1,1,0.29913,2302
363,12/29/2011,1,0,1,1,0.248333,2423
364,12/30/2011,1,0,1,1,0.311667,2999
365,12/31/2011,1,0,0,1,0.41,2485
366,1/1/2012,1,1,0,1,0.37,2294
367,1/2/2012,1,1,0,1,0.273043,1951
368,1/3/2012,1,1,1,1,0.15,2236
369,1/4/2012,1,1,1,2,0.1075,2368
370,1/5/2012,1,1,1,1,0.265833,3272
371,1/6/2012,1,1,1,1,0.334167,4098
372,1/7/2012,1,1,0,1,0.393333,4521
373,1/8/2012,1,1,0,1,0.3375,3425
374,1/9/2012,1,1,1,2,0.224167,2376
375,1/10/2012,1,1,1,1,0.308696,3598
376,1/11/2012,1,1,1,2,0.274167,2177
377,1/12/2012,1,1,1,2,0.3825,4097
378,1/13/2012,1,1,1,1,0.274167,3214
379,1/14/2012,1,1,0,1,0.18,2493
380,1/15/2012,1,1,0,1,0.166667,2311
381,1/16/2012,1,1,0,1,0.19,2298
382,1/17/2012,1,1,1,2,0.373043,2935
383,1/18/2012,1,1,1,1,0.303333,3376
384,1/19/2012,1,1,1,1,0.19,3292
385,1/20/2012,1,1,1,2,0.2175,3163
386,1/21/2012,1,1,0,2,0.173333,1301
387,1/22/2012,1,1,0,2,0.1625,1977
388,1/23/2012,1,1,1,2,0.218333,2432
389,1/24/2012,1,1,1,1,0.3425,4339
390,1/25/2012,1,1,1,1,0.294167,4270
391,1/26/2012,1,1,1,2,0.341667,4075
392,1/27/2012,1,1,1,2,0.425,3456
393,1/28/2012,1,1,0,1,0.315833,4023
394,1/29/2012,1,1,0,1,0.2825,3243
395,1/30/2012,1,1,1,1,0.269167,3624
396,1/31/2012,1,1,1,1,0.39,4509
397,2/1/2012,1,1,1,1,0.469167,4579
398,2/2/2012,1,1,1,2,0.399167,3761
399,2/3/2012,1,1,1,1,0.313333,4151
400,2/4/2012,1,1,0,2,0.264167,2832
401,2/5/2012,1,1,0,2,0.265833,2947
402,2/6/2012,1,1,1,1,0.282609,3784
403,2/7/2012,1,1,1,1,0.354167,4375
404,2/8/2012,1,1,1,2,0.256667,2802
405,2/9/2012,1,1,1,1,0.265,3830
406,2/10/2012,1,1,1,2,0.280833,3831
407,2/11/2012,1,1,0,3,0.224167,2169
408,2/12/2012,1,1,0,1,0.1275,1529
409,2/13/2012,1,1,1,1,0.2225,3422
410,2/14/2012,1,1,1,2,0.319167,3922
411,2/15/2012,1,1,1,1,0.348333,4169
412,2/16/2012,1,1,1,2,0.316667,3005
413,2/17/2012,1,1,1,1,0.343333,4154
414,2/18/2012,1,1,0,1,0.346667,4318
415,2/19/2012,1,1,0,2,0.28,2689
416,2/20/2012,1,1,0,1,0.28,3129
417,2/21/2012,1,1,1,1,0.287826,3777
418,2/22/2012,1,1,1,1,0.395833,4773
419,2/23/2012,1,1,1,1,0.454167,5062
420,2/24/2012,1,1,1,2,0.4075,3487
421,2/25/2012,1,1,0,1,0.290833,2732
422,2/26/2012,1,1,0,1,0.279167,3389
423,2/27/2012,1,1,1,1,0.366667,4322
424,2/28/2012,1,1,1,1,0.359167,4363
425,2/29/2012,1,1,1,2,0.344348,1834
426,3/1/2012,1,1,1,1,0.485833,4990
427,3/2/2012,1,1,1,2,0.353333,3194
428,3/3/2012,1,1,0,2,0.414167,4066
429,3/4/2012,1,1,0,1,0.325833,3423
430,3/5/2012,1,1,1,1,0.243333,3333
431,3/6/2012,1,1,1,1,0.258333,3956
432,3/7/2012,1,1,1,1,0.404167,4916
433,3/8/2012,1,1,1,1,0.5275,5382
434,3/9/2012,1,1,1,2,0.410833,4569
435,3/10/2012,1,1,0,1,0.2875,4118
436,3/11/2012,1,1,0,1,0.361739,4911
437,3/12/2012,1,1,1,1,0.466667,5298
438,3/13/2012,1,1,1,1,0.565,5847
439,3/14/2012,1,1,1,1,0.5725,6312
440,3/15/2012,1,1,1,1,0.5575,6192
441,3/16/2012,1,1,1,2,0.435833,4378
442,3/17/2012,1,1,0,2,0.514167,7836
443,3/18/2012,1,1,0,2,0.4725,5892
444,3/19/2012,1,1,1,1,0.545,6153
445,3/20/2012,1,1,1,1,0.560833,6093
446,3/21/2012,2,1,1,2,0.531667,6230
447,3/22/2012,2,1,1,1,0.554167,6871
448,3/23/2012,2,1,1,2,0.601667,8362
449,3/24/2012,2,1,0,2,0.5025,3372
450,3/25/2012,2,1,0,2,0.4375,4996
451,3/26/2012,2,1,1,1,0.445833,5558
452,3/27/2012,2,1,1,1,0.323333,5102
453,3/28/2012,2,1,1,1,0.484167,5698
454,3/29/2012,2,1,1,1,0.494167,6133
455,3/30/2012,2,1,1,2,0.37,5459
456,3/31/2012,2,1,0,2,0.424167,6235
457,4/1/2012,2,1,0,2,0.425833,6041
458,4/2/2012,2,1,1,1,0.433913,5936
459,4/3/2012,2,1,1,1,0.466667,6772
460,4/4/2012,2,1,1,1,0.541667,6436
461,4/5/2012,2,1,1,1,0.435,6457
462,4/6/2012,2,1,1,1,0.403333,6460
463,4/7/2012,2,1,0,1,0.4375,6857
464,4/8/2012,2,1,0,1,0.5,5169
465,4/9/2012,2,1,1,1,0.489167,5585
466,4/10/2012,2,1,1,1,0.446667,5918
467,4/11/2012,2,1,1,1,0.348696,4862
468,4/12/2012,2,1,1,1,0.3975,5409
469,4/13/2012,2,1,1,1,0.4425,6398
470,4/14/2012,2,1,0,1,0.495,7460
471,4/15/2012,2,1,0,1,0.606667,7132
472,4/16/2012,2,1,0,1,0.664167,6370
473,4/17/2012,2,1,1,1,0.608333,6691
474,4/18/2012,2,1,1,2,0.463333,4367
475,4/19/2012,2,1,1,1,0.498333,6565
476,4/20/2012,2,1,1,1,0.526667,7290
477,4/21/2012,2,1,0,1,0.57,6624
478,4/22/2012,2,1,0,3,0.396667,1027
479,4/23/2012,2,1,1,2,0.321667,3214
480,4/24/2012,2,1,1,1,0.413333,5633
481,4/25/2012,2,1,1,1,0.476667,6196
482,4/26/2012,2,1,1,2,0.498333,5026
483,4/27/2012,2,1,1,1,0.4575,6233
484,4/28/2012,2,1,0,2,0.376667,4220
485,4/29/2012,2,1,0,1,0.458333,6304
486,4/30/2012,2,1,1,2,0.464167,5572
487,5/1/2012,2,1,1,2,0.613333,5740
488,5/2/2012,2,1,1,1,0.564167,6169
489,5/3/2012,2,1,1,2,0.56,6421
490,5/4/2012,2,1,1,1,0.6275,6296
491,5/5/2012,2,1,0,2,0.621667,6883
492,5/6/2012,2,1,0,2,0.5625,6359
493,5/7/2012,2,1,1,2,0.5375,6273
494,5/8/2012,2,1,1,2,0.581667,5728
495,5/9/2012,2,1,1,2,0.575,4717
496,5/10/2012,2,1,1,1,0.505833,6572
497,5/11/2012,2,1,1,1,0.533333,7030
498,5/12/2012,2,1,0,1,0.564167,7429
499,5/13/2012,2,1,0,1,0.6125,6118
500,5/14/2012,2,1,1,2,0.573333,2843
501,5/15/2012,2,1,1,2,0.611667,5115
502,5/16/2012,2,1,1,1,0.636667,7424
503,5/17/2012,2,1,1,1,0.593333,7384
504,5/18/2012,2,1,1,1,0.564167,7639
505,5/19/2012,2,1,0,1,0.6,8294
506,5/20/2012,2,1,0,1,0.620833,7129
507,5/21/2012,2,1,1,2,0.598333,4359
508,5/22/2012,2,1,1,2,0.615,6073
509,5/23/2012,2,1,1,2,0.621667,5260
510,5/24/2012,2,1,1,1,0.655,6770
511,5/25/2012,2,1,1,1,0.68,6734
512,5/26/2012,2,1,0,1,0.6925,6536
513,5/27/2012,2,1,0,1,0.69,6591
514,5/28/2012,2,1,0,1,0.7125,6043
515,5/29/2012,2,1,1,1,0.7225,5743
516,5/30/2012,2,1,1,2,0.656667,6855
517,5/31/2012,2,1,1,1,0.68,7338
518,6/1/2012,2,1,1,2,0.654167,4127
519,6/2/2012,2,1,0,1,0.583333,8120
520,6/3/2012,2,1,0,1,0.6025,7641
521,6/4/2012,2,1,1,1,0.5975,6998
522,6/5/2012,2,1,1,2,0.540833,7001
523,6/6/2012,2,1,1,1,0.554167,7055
524,6/7/2012,2,1,1,1,0.6025,7494
525,6/8/2012,2,1,1,1,0.649167,7736
526,6/9/2012,2,1,0,1,0.710833,7498
527,6/10/2012,2,1,0,1,0.726667,6598
528,6/11/2012,2,1,1,2,0.720833,6664
529,6/12/2012,2,1,1,2,0.653333,4972
530,6/13/2012,2,1,1,1,0.655833,7421
531,6/14/2012,2,1,1,1,0.648333,7363
532,6/15/2012,2,1,1,1,0.639167,7665
533,6/16/2012,2,1,0,1,0.631667,7702
534,6/17/2012,2,1,0,1,0.5925,6978
535,6/18/2012,2,1,1,2,0.568333,5099
536,6/19/2012,2,1,1,1,0.688333,6825
537,6/20/2012,2,1,1,1,0.7825,6211
538,6/21/2012,3,1,1,1,0.805833,5905
539,6/22/2012,3,1,1,1,0.7775,5823
540,6/23/2012,3,1,0,1,0.731667,7458
541,6/24/2012,3,1,0,1,0.743333,6891
542,6/25/2012,3,1,1,1,0.715833,6779
543,6/26/2012,3,1,1,1,0.630833,7442
544,6/27/2012,3,1,1,1,0.6975,7335
545,6/28/2012,3,1,1,1,0.749167,6879
546,6/29/2012,3,1,1,1,0.834167,5463
547,6/30/2012,3,1,0,1,0.765,5687
548,7/1/2012,3,1,0,1,0.815833,5531
549,7/2/2012,3,1,1,1,0.781667,6227
550,7/3/2012,3,1,1,1,0.780833,6660
551,7/4/2012,3,1,0,1,0.789167,7403
552,7/5/2012,3,1,1,1,0.8275,6241
553,7/6/2012,3,1,1,1,0.828333,6207
554,7/7/2012,3,1,0,1,0.861667,4840
555,7/8/2012,3,1,0,1,0.8225,4672
556,7/9/2012,3,1,1,2,0.710833,6569
557,7/10/2012,3,1,1,2,0.720833,6290
558,7/11/2012,3,1,1,1,0.716667,7264
559,7/12/2012,3,1,1,1,0.715833,7446
560,7/13/2012,3,1,1,2,0.731667,7499
561,7/14/2012,3,1,0,2,0.703333,6969
562,7/15/2012,3,1,0,1,0.745833,6031
